numbers
5;10;11;12;14;17;19;21;24;29;31;32;33;47;48;49;51;66;69;74
4;7;8;9;10;16;20;28;29;30;32;39;45;55;57;58;70;73;76;80
11;16;24;25;26;33;35;41;49;50;51;54;56;59;62;63;65;67;75;77
7;12;22;26;29;30;32;33;34;39;40;42;43;44;47;54;59;63;69;70
1;2;3;8;9;22;33;40;47;51;52;54;56;58;61;62;71;74;75;80
