draw_id,draw_time,hour,number_1,number_2,number_3,number_4,number_5,number_6,number_7,number_8,number_9,number_10,number_11,number_12,number_13,number_14,number_15,number_16,number_17,number_18,number_19,number_20
1099729,1970-01-01 00:28:39.098100,0,40,70,17,80,16,30,47,44,21,73,14,5,18,71,35,74,8,49,11,75
1099728,1970-01-01 00:28:39.097800,0,40,70,31,18,69,36,22,41,10,8,50,60,54,61,77,28,37,49,68,75
1100025,1970-01-01 00:28:39.186900,0,53,29,51,44,39,3,42,18,65,19,28,49,71,17,67,54,79,56,13,60
1100024,1970-01-01 00:28:39.186600,0,41,33,7,56,58,66,52,70,16,21,34,46,80,61,40,54,6,28,59,26
1100023,1970-01-01 00:28:39.186300,0,54,76,39,20,25,65,49,43,47,46,1,33,6,28,9,66,58,77,8,75
1100022,1970-01-01 00:28:39.186000,0,55,79,35,49,43,48,46,72,17,28,8,53,40,75,19,27,47,20,73,52
1100021,1970-01-01 00:28:39.185700,0,78,37,7,4,69,62,33,50,77,15,66,12,22,61,54,70,79,16,13,20
1100020,1970-01-01 00:28:39.185400,0,10,27,68,14,44,6,37,63,13,55,4,74,9,53,12,29,70,72,41,73
1100019,1970-01-01 00:28:39.185100,0,23,28,70,21,19,79,38,15,44,74,8,18,55,42,34,46,40,57,68,5
1100018,1970-01-01 00:28:39.184800,0,30,65,45,24,55,18,26,77,20,72,76,37,9,31,12,64,41,51,40,44
1100017,1970-01-01 00:28:39.184500,0,78,73,3,36,37,53,47,17,75,56,80,67,11,68,34,64,27,32,14,50
1100016,1970-01-01 00:28:39.184200,0,14,44,51,10,42,66,31,57,27,64,68,3,40,1,29,21,80,8,63,17
1100313,1970-01-01 00:28:39.273300,0,56,70,33,27,40,12,35,14,15,47,10,67,60,65,61,30,26,22,41,16
1100312,1970-01-01 00:28:39.273000,0,76,19,80,42,73,51,30,1,33,31,44,20,47,40,74,15,13,50,52,2
1100311,1970-01-01 00:28:39.272700,0,37,25,38,48,4,79,13,27,30,21,59,36,65,68,24,70,12,3,35,14
1100310,1970-01-01 00:28:39.272400,0,76,69,80,34,29,78,12,77,47,14,73,65,26,36,79,71,39,58,40,54
1100309,1970-01-01 00:28:39.272100,0,39,44,38,56,47,37,48,33,31,54,21,24,42,16,76,3,65,72,69,6
1100308,1970-01-01 00:28:39.271800,0,61,76,38,33,13,31,5,39,59,24,48,6,77,40,56,47,63,28,51,9
1100307,1970-01-01 00:28:39.271500,0,38,72,58,78,77,13,52,60,18,21,19,55,63,73,37,74,66,29,28,56
1100306,1970-01-01 00:28:39.271200,0,60,16,18,70,55,42,69,72,67,41,27,6,75,54,34,25,68,59,43,77
1100305,1970-01-01 00:28:39.270900,0,26,74,14,55,8,77,72,2,22,61,17,7,40,25,69,19,49,15,80,44
1100304,1970-01-01 00:28:39.270600,0,65,80,51,30,76,75,37,47,3,48,31,26,9,17,24,28,6,50,70,29
1100601,1970-01-01 00:28:39.359700,0,49,65,70,10,2,68,24,16,22,39,34,55,64,15,28,79,8,66,53,23
1100600,1970-01-01 00:28:39.359400,0,65,31,66,33,40,25,38,6,55,72,9,75,42,47,69,53,64,20,28,39
1100599,1970-01-01 00:28:39.359100,0,26,52,48,79,68,6,8,41,43,37,22,16,19,69,50,21,65,5,66,12
1100598,1970-01-01 00:28:39.358800,0,33,75,10,6,74,38,37,64,21,57,30,51,79,13,46,58,20,70,34,50
1100597,1970-01-01 00:28:39.358500,0,72,47,51,35,1,28,66,48,25,59,41,24,45,77,13,5,38,15,43,52
1100596,1970-01-01 00:28:39.358200,0,53,44,32,12,30,47,34,56,22,25,64,36,43,7,40,35,26,46,66,27
1100595,1970-01-01 00:28:39.357900,0,35,76,54,74,63,53,40,25,32,75,37,68,1,31,15,77,6,27,64,46
1100594,1970-01-01 00:28:39.357600,0,72,42,24,25,36,39,19,48,10,64,37,40,21,51,17,27,60,18,44,4
1100593,1970-01-01 00:28:39.357300,0,19,47,76,24,61,71,27,72,14,64,28,23,31,63,44,52,40,8,49,73
1100592,1970-01-01 00:28:39.357000,0,14,33,21,55,2,30,58,54,24,47,79,76,1,75,37,20,19,34,12,3
1100889,1970-01-01 00:28:39.446100,0,28,21,27,24,5,9,18,64,58,26,14,56,10,7,77,33,11,45,51,16
1100888,1970-01-01 00:28:39.445800,0,78,13,24,80,46,54,68,23,3,51,1,33,72,20,2,29,66,22,57,63
1100887,1970-01-01 00:28:39.445500,0,23,45,52,48,36,51,76,55,60,9,66,11,4,42,29,62,8,43,73,63
1100886,1970-01-01 00:28:39.445200,0,32,50,10,7,38,22,55,17,45,74,69,60,51,24,15,26,21,28,14,61
1100885,1970-01-01 00:28:39.444900,0,72,52,23,11,74,55,26,25,37,24,2,28,6,1,61,48,73,17,9,32
1100884,1970-01-01 00:28:39.444600,0,59,4,14,33,78,53,55,44,17,16,25,3,68,51,12,62,38,54,65,47
1100883,1970-01-01 00:28:39.444300,0,27,2,33,56,26,7,45,9,64,16,65,70,50,60,67,35,12,4,22,36
1100882,1970-01-01 00:28:39.444000,0,60,66,12,35,42,1,74,36,8,47,55,50,33,26,17,7,63,23,69,21
1100881,1970-01-01 00:28:39.443700,0,2,70,32,25,20,34,66,39,50,16,40,73,55,45,4,12,48,15,58,26
1100880,1970-01-01 00:28:39.443400,0,44,48,16,54,30,33,62,43,39,24,78,66,46,55,5,60,23,2,18,38
1101177,1970-01-01 00:28:39.532500,0,68,62,51,50,25,79,8,42,71,54,32,12,3,16,52,61,64,15,22,29
1101176,1970-01-01 00:28:39.532200,0,18,78,16,73,7,74,2,38,29,68,79,24,26,27,69,3,8,42,64,34
1101175,1970-01-01 00:28:39.531900,0,24,34,22,38,73,12,79,6,21,15,71,69,39,46,62,55,2,25,23,75
1101174,1970-01-01 00:28:39.531600,0,1,31,73,61,74,22,28,52,68,8,20,79,18,55,65,12,57,4,27,25
1101173,1970-01-01 00:28:39.531300,0,72,1,80,8,36,7,70,44,54,49,13,61,77,18,26,27,58,66,69,29
1101172,1970-01-01 00:28:39.531000,0,14,40,67,21,57,10,12,31,17,53,71,73,1,46,39,37,19,35,62,5
1101171,1970-01-01 00:28:39.530700,0,8,63,30,38,56,18,70,36,76,67,68,72,80,5,26,41,31,3,51,19
1101170,1970-01-01 00:28:39.530400,0,18,74,70,4,34,31,9,20,41,67,12,5,11,10,2,21,47,62,1,50
1101169,1970-01-01 00:28:39.530100,0,49,43,60,76,24,7,15,48,11,20,41,14,62,74,68,35,31,29,73,34
1101168,1970-01-01 00:28:39.529800,0,64,40,59,43,1,34,15,4,10,26,44,36,75,61,11,39,17,49,68,28
1101465,1970-01-01 00:28:39.618900,0,79,61,23,4,36,76,24,29,37,32,40,18,28,67,53,64,17,69,21,65
1101464,1970-01-01 00:28:39.618600,0,41,37,44,6,7,3,16,42,40,56,67,11,54,31,10,46,57,75,17,70
1101463,1970-01-01 00:28:39.618300,0,48,18,64,11,79,12,4,6,8,63,59,15,70,56,68,40,58,31,34,57
1101462,1970-01-01 00:28:39.618000,0,53,77,4,6,60,46,29,78,50,34,76,38,55,26,36,75,21,12,62,5
1101461,1970-01-01 00:28:39.617700,0,22,42,49,69,15,72,80,45,74,2,54,40,4,14,26,51,24,12,39,28
1101460,1970-01-01 00:28:39.617400,0,31,78,46,69,33,24,59,28,7,12,45,3,17,57,16,54,9,60,55,21
1101459,1970-01-01 00:28:39.617100,0,25,4,22,67,24,23,80,26,45,79,71,38,19,69,40,39,63,47,51,20
1101458,1970-01-01 00:28:39.616800,0,3,57,22,71,50,55,9,69,16,68,59,36,72,34,6,54,43,51,65,25
1101457,1970-01-01 00:28:39.616500,0,27,39,69,56,9,76,73,58,19,79,20,28,1,35,10,48,36,43,17,29
1101456,1970-01-01 00:28:39.616200,0,39,14,74,16,49,5,64,58,56,1,80,29,51,19,28,21,71,18,8,44
1101753,1970-01-01 00:28:39.705300,0,52,4,78,58,39,22,31,55,71,74,62,29,28,26,36,35,8,27,65,45
1101752,1970-01-01 00:28:39.705000,0,76,15,27,78,42,45,75,16,19,10,31,60,17,34,6,39,61,18,11,77
1101751,1970-01-01 00:28:39.704700,0,30,78,38,61,16,49,62,36,5,48,45,70,23,11,17,8,26,65,79,7
1101750,1970-01-01 00:28:39.704400,0,4,9,12,20,33,41,51,18,11,77,62,48,66,17,74,25,71,67,58,15
1101749,1970-01-01 00:28:39.704100,0,18,13,31,39,75,41,10,46,71,32,15,34,26,74,12,36,2,17,44,64
1101748,1970-01-01 00:28:39.703800,0,27,49,46,51,50,59,65,61,48,21,4,3,9,75,28,60,20,5,25,80
1101747,1970-01-01 00:28:39.703500,0,8,21,74,15,49,24,35,40,17,41,38,13,54,60,52,65,16,73,31,69
1101746,1970-01-01 00:28:39.703200,0,53,77,64,58,45,35,54,39,72,23,78,28,79,47,56,71,42,44,5,55
1101745,1970-01-01 00:28:39.702900,0,48,2,64,45,69,7,60,5,39,31,30,65,57,78,49,41,79,55,13,6
1101744,1970-01-01 00:28:39.702600,0,42,54,5,57,13,21,49,36,65,80,22,19,33,11,6,24,26,8,37,59
1102041,1970-01-01 00:28:39.791700,0,31,49,50,2,47,66,22,78,69,10,45,79,42,65,41,56,5,67,59,6
1102040,1970-01-01 00:28:39.791400,0,28,35,67,2,34,73,57,42,11,45,33,52,56,68,10,53,74,8,1,25
1102039,1970-01-01 00:28:39.791100,0,30,57,77,15,21,66,50,67,46,45,80,12,22,53,36,11,74,3,35,18
1102038,1970-01-01 00:28:39.790800,0,59,72,8,24,37,51,52,78,58,22,60,20,23,5,25,40,43,76,50,26
1102037,1970-01-01 00:28:39.790500,0,39,62,45,76,60,3,20,8,47,7,51,16,26,52,40,50,31,54,25,24
1102036,1970-01-01 00:28:39.790200,0,33,15,48,59,30,49,23,9,54,12,46,63,28,70,58,77,5,13,66,8
1102035,1970-01-01 00:28:39.789900,0,18,4,78,9,30,20,79,56,37,51,49,54,31,69,34,21,25,14,55,53
1102034,1970-01-01 00:28:39.789600,0,49,44,80,48,22,39,25,79,53,9,41,20,27,74,46,62,8,38,3,12
1102033,1970-01-01 00:28:39.789300,0,48,62,18,52,7,32,10,55,67,65,79,68,43,16,60,51,12,78,75,36
1102032,1970-01-01 00:28:39.789000,0,36,69,11,33,13,54,47,55,26,51,7,5,76,40,65,45,62,34,2,4
1102329,1970-01-01 00:28:39.878100,0,73,68,33,64,14,41,32,47,65,6,78,23,66,18,49,30,24,63,51,39
1102328,1970-01-01 00:28:39.877800,0,67,15,69,7,56,28,57,33,11,2,14,19,61,6,9,37,74,20,1,59
1102327,1970-01-01 00:28:39.877500,0,59,47,75,16,18,79,15,71,20,51,22,77,31,65,23,2,67,78,9,76
1102326,1970-01-01 00:28:39.877200,0,66,8,30,26,75,28,38,9,71,29,27,58,53,19,14,42,32,18,52,72
1102325,1970-01-01 00:28:39.876900,0,75,3,42,28,59,2,34,11,50,22,65,55,16,53,37,21,41,70,78,69
1102324,1970-01-01 00:28:39.876600,0,7,69,76,51,29,74,9,17,80,12,67,55,13,40,71,59,4,30,37,75
1102323,1970-01-01 00:28:39.876300,0,57,75,58,2,1,38,40,16,11,53,31,55,10,47,9,77,8,41,60,32
1102322,1970-01-01 00:28:39.876000,0,61,33,62,65,72,40,11,2,36,7,50,80,57,43,42,8,67,60,69,18
1102321,1970-01-01 00:28:39.875700,0,37,17,12,35,46,78,25,6,11,67,23,41,18,1,36,69,7,62,43,22
1102320,1970-01-01 00:28:39.875400,0,57,58,72,43,76,50,33,77,26,74,19,68,25,41,45,14,67,31,32,56
1102617,1970-01-01 00:28:39.964500,0,27,68,52,39,60,47,17,23,16,2,11,7,26,63,79,54,58,48,71,77
1102616,1970-01-01 00:28:39.964200,0,41,9,63,50,60,70,44,33,80,34,14,15,40,61,54,5,75,42,68,16
1102615,1970-01-01 00:28:39.963900,0,38,1,31,62,57,34,5,65,77,48,67,42,70,44,60,54,29,59,40,22
1102614,1970-01-01 00:28:39.963600,0,15,56,43,32,12,62,72,26,55,49,66,50,52,65,8,22,24,18,41,23
1102613,1970-01-01 00:28:39.963300,0,75,52,79,66,21,11,74,41,27,53,44,39,40,73,60,17,80,5,7,36
1102612,1970-01-01 00:28:39.963000,0,44,75,46,50,39,27,38,42,24,48,67,43,15,6,14,63,76,7,34,56
1102611,1970-01-01 00:28:39.962700,0,16,20,77,45,37,63,26,30,7,53,49,41,67,18,33,3,74,64,55,76
1102610,1970-01-01 00:28:39.962400,0,2,13,76,68,73,72,16,53,62,79,36,65,18,49,37,71,60,54,14,11
1102609,1970-01-01 00:28:39.962100,0,72,7,12,55,11,52,69,66,39,45,15,68,17,34,10,54,76,64,57,25
1102608,1970-01-01 00:28:39.961800,0,33,35,51,48,71,63,24,76,15,17,29,7,16,22,41,25,43,59,54,58
1102905,1970-01-01 00:28:40.050900,0,25,46,51,26,74,59,66,63,60,72,67,65,36,61,22,11,57,9,3,17
1102904,1970-01-01 00:28:40.050600,0,79,70,62,72,64,56,15,65,69,38,8,3,71,47,25,32,26,28,33,22
1102903,1970-01-01 00:28:40.050300,0,56,21,28,1,78,68,13,80,11,29,23,27,6,51,33,59,66,31,71,43
1102902,1970-01-01 00:28:40.050000,0,80,12,22,58,71,61,53,14,79,30,26,74,31,54,59,78,10,77,2,56
1102901,1970-01-01 00:28:40.049700,0,24,13,50,6,54,38,48,63,75,1,76,8,21,23,37,65,71,66,61,5
1102900,1970-01-01 00:28:40.049400,0,29,28,76,3,75,39,33,9,80,10,20,61,34,6,13,59,32,37,49,40
1102899,1970-01-01 00:28:40.049100,0,53,45,4,28,54,38,63,2,15,5,7,55,30,67,21,80,26,75,19,50
1102898,1970-01-01 00:28:40.048800,0,64,74,73,46,37,68,53,47,35,20,75,30,10,1,70,76,33,45,55,49
1102897,1970-01-01 00:28:40.048500,0,50,61,25,22,47,16,64,71,32,31,42,46,51,76,35,72,17,29,14,63
1102896,1970-01-01 00:28:40.048200,0,22,71,1,74,78,3,70,11,59,57,49,33,13,6,47,15,61,34,25,10
1103193,1970-01-01 00:28:40.137300,0,24,61,41,31,79,14,50,68,72,60,19,8,47,57,13,59,34,76,10,48
1103192,1970-01-01 00:28:40.137000,0,70,79,32,58,13,41,44,67,21,22,80,30,29,14,73,7,46,71,52,38
1103191,1970-01-01 00:28:40.136700,0,47,49,24,41,70,46,76,6,35,58,60,19,14,29,43,64,1,59,5,4
1103190,1970-01-01 00:28:40.136400,0,63,61,64,14,72,33,49,68,50,10,55,28,70,3,29,37,36,39,8,21
1103189,1970-01-01 00:28:40.136100,0,28,7,43,10,73,23,35,15,46,17,77,76,49,54,18,47,36,80,61,63
1103188,1970-01-01 00:28:40.135800,0,68,73,75,4,77,79,49,11,43,30,8,2,59,19,24,42,70,80,52,7
1103187,1970-01-01 00:28:40.135500,0,50,38,45,62,8,35,64,12,55,74,27,60,31,9,19,6,73,69,34,46
1103186,1970-01-01 00:28:40.135200,0,62,69,67,38,19,17,6,35,27,21,68,34,44,9,52,31,8,23,61,47
1103185,1970-01-01 00:28:40.134900,0,71,24,33,12,46,80,56,45,34,62,57,8,60,25,59,35,29,69,14,2
1103184,1970-01-01 00:28:40.134600,0,32,54,7,43,79,56,68,50,64,53,16,73,52,59,57,25,80,28,65,45
1103481,1970-01-01 00:28:40.223700,0,9,20,72,46,16,79,43,3,34,23,44,32,11,59,2,4,35,60,14,36
1103480,1970-01-01 00:28:40.223400,0,32,22,24,39,27,37,69,44,57,45,65,66,46,28,34,71,42,20,18,29
1103479,1970-01-01 00:28:40.223100,0,9,3,74,65,67,35,34,73,6,53,4,77,50,30,8,80,45,25,59,47
1103478,1970-01-01 00:28:40.222800,0,75,80,57,49,43,25,8,40,73,59,12,48,70,68,28,10,29,55,72,66
1103477,1970-01-01 00:28:40.222500,0,27,66,40,50,42,59,4,1,58,47,57,44,24,7,5,77,69,2,34,52
1103476,1970-01-01 00:28:40.222200,0,3,25,60,56,73,17,4,24,10,80,26,68,77,59,37,6,11,14,29,7
1103475,1970-01-01 00:28:40.221900,0,20,37,38,1,41,48,16,21,42,67,55,14,59,33,31,72,53,74,13,57
1103474,1970-01-01 00:28:40.221600,0,73,30,75,58,17,28,41,50,51,80,72,77,33,29,63,70,61,5,60,54
1103473,1970-01-01 00:28:40.221300,0,78,10,41,56,67,72,66,43,21,45,77,47,31,46,2,5,4,1,71,29
1103472,1970-01-01 00:28:40.221000,0,29,51,7,34,19,63,53,27,57,78,50,13,55,75,11,66,58,15,41,17
1103769,1970-01-01 00:28:40.310100,0,57,11,74,8,71,32,30,46,45,17,73,37,64,13,42,29,18,75,41,68
1103768,1970-01-01 00:28:40.309800,0,55,7,14,58,56,34,68,37,73,25,24,50,36,22,26,27,18,35,20,4
1103767,1970-01-01 00:28:40.309500,0,38,47,13,54,46,36,14,67,15,17,39,50,18,29,49,26,52,64,34,6
1103766,1970-01-01 00:28:40.309200,0,8,77,38,59,56,47,40,61,48,46,14,53,71,70,21,73,4,39,45,54
1103765,1970-01-01 00:28:40.308900,0,79,6,33,1,17,18,16,7,12,78,63,15,54,73,65,10,51,76,3,75
1103764,1970-01-01 00:28:40.308600,0,4,19,37,21,28,74,30,38,3,20,70,1,2,66,8,23,67,11,53,26
1103763,1970-01-01 00:28:40.308300,0,52,18,50,55,61,44,53,4,8,34,48,63,51,17,39,21,22,27,77,67
1103762,1970-01-01 00:28:40.308000,0,39,53,63,60,18,44,33,42,48,8,24,64,79,11,80,58,26,55,47,25
1103761,1970-01-01 00:28:40.307700,0,6,75,16,79,20,52,7,9,19,58,42,57,51,12,14,50,5,72,65,44
1103760,1970-01-01 00:28:40.307400,0,49,7,5,33,53,9,40,18,12,23,44,66,68,61,57,58,39,79,6,72
1104057,1970-01-01 00:28:40.396500,0,27,22,11,55,23,14,51,71,49,2,6,60,61,44,38,47,63,68,67,62
1104056,1970-01-01 00:28:40.396200,0,34,76,61,49,10,52,20,27,18,5,28,62,40,29,7,23,43,17,36,56
1104055,1970-01-01 00:28:40.395900,0,7,6,21,61,20,68,35,67,18,45,32,55,24,25,48,74,27,59,34,64
1104054,1970-01-01 00:28:40.395600,0,9,14,41,19,3,33,55,78,60,18,44,35,73,49,80,54,39,37,57,24
1104053,1970-01-01 00:28:40.395300,0,32,45,15,61,10,55,49,80,60,18,48,33,22,57,19,12,74,39,23,14
1104052,1970-01-01 00:28:40.395000,0,20,80,42,79,3,7,76,6,54,5,68,8,60,70,39,72,17,45,30,43
1104051,1970-01-01 00:28:40.394700,0,15,58,10,43,20,48,57,74,25,66,56,1,68,63,75,14,42,62,39,18
1104050,1970-01-01 00:28:40.394400,0,13,47,5,66,11,27,68,41,12,7,45,20,52,33,65,51,78,69,77,50
1104049,1970-01-01 00:28:40.394100,0,72,31,16,36,55,41,30,18,70,59,74,15,12,63,37,61,71,45,52,22
1104048,1970-01-01 00:28:40.393800,0,9,43,31,1,7,5,19,23,50,59,10,25,11,74,32,2,51,4,54,49
1104345,1970-01-01 00:28:40.482900,0,46,35,58,14,80,30,21,26,8,52,42,28,56,51,36,66,45,61,17,72
1104344,1970-01-01 00:28:40.482600,0,6,62,76,59,18,11,55,33,47,16,46,42,13,32,43,60,72,14,23,48
1104343,1970-01-01 00:28:40.482300,0,19,72,40,74,61,42,66,3,28,49,1,60,51,25,63,67,24,71,18,15
1104342,1970-01-01 00:28:40.482000,0,1,6,37,65,72,57,20,17,4,46,64,49,21,30,55,18,75,2,60,78
1104341,1970-01-01 00:28:40.481700,0,20,15,22,74,26,21,17,19,39,79,63,25,42,47,35,37,56,32,62,58
1104340,1970-01-01 00:28:40.481400,0,70,62,12,14,7,56,5,77,20,61,43,6,15,74,11,66,57,54,48,9
1104339,1970-01-01 00:28:40.481100,0,29,33,65,77,20,63,16,36,7,3,79,57,43,72,73,26,18,76,75,61
1104338,1970-01-01 00:28:40.480800,0,60,66,50,71,35,54,20,36,63,72,68,13,33,28,80,18,26,2,22,21
1104337,1970-01-01 00:28:40.480500,0,55,52,12,48,30,19,21,46,40,38,15,8,73,22,32,9,53,34,42,74
1104336,1970-01-01 00:28:40.480200,0,11,57,52,72,68,26,34,2,13,77,30,73,15,46,40,25,28,9,71,44
1104633,1970-01-01 00:28:40.569300,0,2,9,15,76,58,31,79,46,27,63,1,59,8,21,50,68,66,13,34,30
1104632,1970-01-01 00:28:40.569000,0,65,26,40,36,71,3,52,39,64,28,2,16,80,57,31,55,50,13,62,54
1104631,1970-01-01 00:28:40.568700,0,36,12,76,65,55,77,63,20,21,58,75,9,30,68,57,11,42,5,46,62
1104630,1970-01-01 00:28:40.568400,0,47,77,46,42,24,7,51,74,65,6,38,10,23,34,3,70,58,67,72,63
1104629,1970-01-01 00:28:40.568100,0,61,51,9,18,7,33,63,75,28,45,65,15,34,80,35,55,14,41,56,78
1104628,1970-01-01 00:28:40.567800,0,17,53,63,29,61,51,54,25,2,78,36,9,76,24,3,15,48,16,13,37
1104627,1970-01-01 00:28:40.567500,0,73,50,80,49,53,59,42,21,77,44,66,67,51,17,68,62,69,72,30,7
1104626,1970-01-01 00:28:40.567200,0,65,51,37,44,20,54,18,6,79,43,48,49,67,9,38,39,5,10,73,75
1104625,1970-01-01 00:28:40.566900,0,61,60,32,73,34,59,35,52,67,56,50,31,16,9,12,38,65,4,8,41
1104624,1970-01-01 00:28:40.566600,0,16,18,74,13,17,47,29,45,69,64,71,54,5,26,53,77,72,50,2,28
1104921,1970-01-01 00:28:40.655700,0,18,61,56,59,30,19,33,54,57,50,49,41,48,4,76,35,27,62,67,65
1104920,1970-01-01 00:28:40.655400,0,9,31,24,68,52,13,36,79,39,58,3,21,69,74,12,17,59,20,53,11
1104919,1970-01-01 00:28:40.655100,0,39,38,57,61,32,28,3,27,19,9,73,11,58,63,18,23,20,55,24,14
1104918,1970-01-01 00:28:40.654800,0,16,63,30,26,1,2,64,34,58,29,49,44,57,51,65,11,67,71,37,21
1104917,1970-01-01 00:28:40.654500,0,43,47,61,8,73,2,50,75,18,19,22,15,34,46,44,55,54,35,40,71
1104916,1970-01-01 00:28:40.654200,0,12,51,36,42,34,59,14,37,33,53,64,1,55,78,38,40,60,79,5,44
1104915,1970-01-01 00:28:40.653900,0,12,7,61,72,56,37,31,54,45,65,13,16,34,41,67,21,10,44,43,38
1104914,1970-01-01 00:28:40.653600,0,36,14,73,26,48,15,42,20,40,24,7,18,66,58,77,30,41,45,70,5
1104913,1970-01-01 00:28:40.653300,0,39,80,22,17,33,76,5,41,77,57,51,19,25,54,10,30,58,24,47,1
1104912,1970-01-01 00:28:40.653000,0,19,75,9,72,15,14,20,1,41,80,48,35,8,78,21,61,45,60,66,36
1105209,1970-01-01 00:28:40.742100,0,41,12,5,56,46,62,42,70,18,75,19,58,1,25,60,2,7,13,44,72
1105208,1970-01-01 00:28:40.741800,0,48,69,9,76,50,56,5,16,2,33,6,49,37,74,46,68,80,72,54,43
1105207,1970-01-01 00:28:40.741500,0,28,73,60,38,35,55,69,61,75,57,80,52,79,13,39,53,45,21,25,32
1105206,1970-01-01 00:28:40.741200,0,39,25,31,6,24,62,1,66,71,20,36,59,35,70,49,76,7,23,75,21
1105205,1970-01-01 00:28:40.740900,0,62,46,28,69,74,30,77,40,78,26,5,3,42,48,14,49,21,17,56,68
1105204,1970-01-01 00:28:40.740600,0,36,29,35,15,11,61,8,16,38,13,72,24,66,73,22,46,21,80,33,69
1105203,1970-01-01 00:28:40.740300,0,17,36,61,68,47,10,33,43,69,32,23,46,2,74,57,42,60,9,20,64
1105202,1970-01-01 00:28:40.740000,0,52,66,14,65,23,22,69,48,37,27,72,16,6,10,60,29,31,70,26,47
1105201,1970-01-01 00:28:40.739700,0,6,3,5,27,50,39,24,54,11,18,79,7,2,33,32,62,22,52,10,13
1105200,1970-01-01 00:28:40.739400,0,34,76,55,30,79,63,70,42,22,18,35,10,65,26,12,8,51,66,75,15
1105497,1970-01-01 00:28:40.828500,0,19,15,14,5,73,63,76,51,24,18,61,46,26,22,44,10,66,70,32,79
1105496,1970-01-01 00:28:40.828200,0,25,1,60,70,79,17,36,42,37,7,39,53,43,52,74,45,5,69,33,14
1105495,1970-01-01 00:28:40.827900,0,70,71,48,77,69,72,66,65,10,56,17,40,15,37,46,41,3,27,44,2
1105494,1970-01-01 00:28:40.827600,0,48,23,12,9,34,35,26,59,61,56,74,22,40,79,67,78,3,64,77,47
1105493,1970-01-01 00:28:40.827300,0,16,19,36,1,79,4,76,72,50,3,74,66,49,47,10,17,56,40,45,5
1105492,1970-01-01 00:28:40.827000,0,16,37,50,75,12,2,10,15,42,20,69,66,47,57,38,56,11,43,59,21
1105491,1970-01-01 00:28:40.826700,0,55,62,23,37,24,61,14,8,20,17,6,51,2,29,27,41,49,35,71,25
1105490,1970-01-01 00:28:40.826400,0,8,43,58,9,19,5,49,46,77,34,23,17,70,26,56,65,25,38,7,78
1105489,1970-01-01 00:28:40.826100,0,12,17,60,52,43,44,63,31,50,25,5,28,29,79,26,46,38,13,53,57
1105488,1970-01-01 00:28:40.825800,0,1,8,57,47,80,64,13,56,14,49,30,27,45,41,33,5,53,10,17,58
1105785,1970-01-01 00:28:40.914900,0,37,32,3,74,31,41,19,63,73,23,80,66,65,38,61,22,47,51,33,39
1105784,1970-01-01 00:28:40.914600,0,18,58,28,38,56,13,39,8,53,9,50,12,75,21,33,3,59,2,80,79
1105783,1970-01-01 00:28:40.914300,0,41,32,64,33,71,72,66,13,54,2,57,50,16,17,73,67,12,27,6,26
1105782,1970-01-01 00:28:40.914000,0,33,7,70,35,15,51,57,61,25,23,55,47,77,52,19,13,5,60,49,75
1105781,1970-01-01 00:28:40.913700,0,80,43,26,19,40,62,4,39,79,47,25,9,1,77,8,49,54,59,75,46
1105780,1970-01-01 00:28:40.913400,0,75,31,9,74,62,46,16,48,49,23,73,32,1,33,67,22,3,59,69,4
1105779,1970-01-01 00:28:40.913100,0,12,22,11,70,62,77,73,68,5,53,37,74,35,32,38,4,76,16,3,41
1105778,1970-01-01 00:28:40.912800,0,31,56,62,55,54,13,6,35,36,41,24,29,9,28,17,70,53,75,59,47
1105777,1970-01-01 00:28:40.912500,0,13,12,7,8,41,10,2,77,11,65,20,46,60,49,62,64,78,32,6,58
1105776,1970-01-01 00:28:40.912200,0,24,57,44,68,78,17,7,23,28,32,50,62,42,70,16,25,73,14,20,64
1106073,1970-01-01 00:28:41.001300,0,45,12,2,7,5,22,32,37,38,47,39,6,10,9,33,17,72,11,57,31
1106072,1970-01-01 00:28:41.001000,0,24,27,59,44,52,60,25,54,34,2,33,30,71,4,1,20,47,38,78,37
1106071,1970-01-01 00:28:41.000700,0,40,73,10,70,46,59,42,78,49,17,55,3,24,39,29,47,30,34,62,11
1106070,1970-01-01 00:28:41.000400,0,70,3,35,36,34,65,4,37,5,52,1,63,48,74,77,23,38,55,39,20
1106069,1970-01-01 00:28:41.000100,0,5,26,55,34,35,49,61,58,64,60,44,3,46,54,31,56,75,28,43,57
1106068,1970-01-01 00:28:40.999800,0,17,5,50,22,12,34,26,36,67,24,25,14,44,56,54,78,75,38,31,73
1106067,1970-01-01 00:28:40.999500,0,28,41,36,72,35,51,29,52,64,14,46,45,74,63,19,69,22,23,31,3
1106066,1970-01-01 00:28:40.999200,0,71,26,19,39,48,66,1,54,63,15,36,78,62,4,33,47,2,24,55,13
1106065,1970-01-01 00:28:40.998900,0,47,50,23,64,76,5,41,20,14,59,18,62,65,17,33,13,45,35,16,44
1106064,1970-01-01 00:28:40.998600,0,27,63,79,30,61,5,19,10,69,60,58,22,44,42,24,17,29,37,66,4
1106361,1970-01-01 00:28:41.087700,0,45,60,53,31,5,2,59,10,66,21,41,63,77,24,16,13,46,32,7,28
1106360,1970-01-01 00:28:41.087400,0,35,48,73,12,14,66,21,75,2,65,47,4,70,36,28,72,55,38,34,74
